id,username,city,state,region,geo
4276,@_luizandradee,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
4277,@natycristine,Natal,RN,Região Nordeste,"-5.79438865686087,-35.1991825508821"
4278,@schellerlaine,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
4279,@soaress_eduarda,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4280,@Garcias_milenee,Pelotas,RS,Região Sul,"-31.765376687186,-52.3375278592511"
4281,@nandosantos1120,Luziânia,GO,Região Centro-Oeste,"-16.2534512457475,-47.9503896801873"
4282,@odeioruculla,Paraná,RN,Região Nordeste,"-6.48149734056721,-38.3110543968848"
4283,@myspiritisaway,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
4284,@alvesdxn,Macaé,RJ,Região Sudeste,"-22.377294006185302,-41.7851895556933"
4285,@boechatohana,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4286,@debbyhora,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
4287,@odesesquerdiza,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4288,@fepontosoares,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
4289,@ashleyndias,Itajaí,SC,Região Sul,"-26.9105794579892,-48.67089925085239"
4290,@ViviBugliani,Ribeirão Preto,SP,Região Sudeste,"-21.1703919818815,-47.810275193353796"
4291,@opslu__,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
4292,@manoelaabarbosa,Mato Grosso,PB,Região Nordeste,"-6.541357607587661,-37.714854193824294"
4293,@Rochelle_Araujo,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
4294,@Eversouzah0,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4295,@silaschosen,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4296,@PsychoLolla,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
4297,@ayubio,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4298,@TiagoTaPsTuga,Santarém,PA,Região Norte,"-6.48403336937383,-38.4767065476871"
4299,@rafaeraoshima,Barcelona,RN,Região Nordeste,"-5.95059494476403,-35.9279939531712"
4300,@leinadiari,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4301,@JeffsnReis,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4302,@laurachavez___,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4303,@Mateus15_f,Castanhal,PA,Região Norte,"-1.29834943031442,-47.9171160970736"
4304,@GabrielMartynn,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
4305,@lays_conrado,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4306,@marloren,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4307,@_deborahanjos,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4308,@AparecidoSilva,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4309,@orlandof2o,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4310,@scatetoide,São José do Rio Preto,SP,Região Sudeste,"-20.811753130780602,-49.3761763331364"
4311,@_luizdocarmo,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
4312,@mairakubik,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
4313,@anapspereira_,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4314,@cris_correaa,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4315,@marcelo_acorrea,Pelotas,RS,Região Sul,"-31.765376687186,-52.3375278592511"
4316,@Thales_Serafim,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4317,@_athaydes,Cruzeiro do Sul,AC,Região Norte,"-22.9629029947995,-52.1626429798549"
4318,@mateauxx,Natal,RN,Região Nordeste,"-5.79438865686087,-35.1991825508821"
4319,@souzalmari,Rio Grande,RS,Região Sul,"-32.0353548621106,-52.1075197150801"
4320,@TH4L15_,Santarém,PA,Região Norte,"-6.48403336937383,-38.4767065476871"
4321,@reypaltine,Natal,RN,Região Nordeste,"-5.79438865686087,-35.1991825508821"
4322,@giiventre,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4323,@Evelyn02031989,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
4324,@ClaudecirRJr,Porto Velho,RO,Região Norte,"-8.76157307062849,-63.9008244409344"
4325,@thiagofurigo,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4326,@confeacrea,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4327,@rayoeuu,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
4328,@lauremes_,Boa Esperança,MG,Região Sudeste,"-18.5399696911628,-40.3028629872713"
4329,@wallrodriguez,Barueri,SP,Região Sudeste,"-23.506167497582002,-46.87944265529511"
4330,@jacksonmedeiros,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4331,@eaivelhoo,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4332,@CrfRenata1,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4333,@lucassmattheus2,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
4334,@Vloureiro_,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4335,@jo_josho,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4336,@erthal28,Dona Emma,SC,Região Sul,"-26.981454414084602,-49.7265735695814"
4337,@larryfuckbaby,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4338,@04h40am,Porto,PI,Região Nordeste,"-3.8917146289613513,-42.7115279722458"
4339,@mermaidnaty,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4340,@ketlenrs_,Goiás,GO,Região Centro-Oeste,"-15.940846541554599,-50.143351554832"
4341,@thaliaraujo7,Petrópolis,RJ,Região Sudeste,"-22.5204473163166,-43.192985126326285"
4342,@ronaldoreisrc,Santo André,PB,Região Nordeste,"-7.220208844282169,-36.6316342062734"
4343,@jbsdetail,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
4344,@Texugodumel,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4345,@lonelyhigh_,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
4346,@sa_yasminn,Ipatinga,MG,Região Sudeste,"-19.470749306857602,-42.5479720914284"
4347,@eliisa_sl,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4348,@Monique27981134,Triunfo,PB,Região Nordeste,"-7.834388361118361,-38.1055293979917"
4349,@Zaamdara,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4350,@s4t4n4l,Apucarana,PR,Região Sul,"-23.5504273707918,-51.4639165785689"
4351,@PPCarvalho6,Palmas,TO,Região Norte,"-26.484339390946,-51.9892562555805"
4352,@luccnascimento,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4353,@rafawell,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4354,@RosanaTD1,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4355,@marcosdsilvap,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4356,@clarinhasouzaa_,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4357,@eitobis,Olinda,PE,Região Nordeste,"-8.01059127835542,-34.8547920491839"
4358,@sants_ariane,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
4359,@bfilipasilva,Braga,RS,Região Sul,"-27.617815833178202,-53.7409736469232"
4360,@LikaPoetisa,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4361,@TheManuelaRS,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4362,@gaagazii,Petrolina,PE,Região Nordeste,"-9.3890908837942,-40.5030611254793"
4363,@llnaie,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
4364,@MAKTUBDOURADO,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4365,@CybeIe,Foz do Iguaçu,PR,Região Sul,"-25.543209499478504,-54.5831454369913"
4366,@insthedrks,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4367,@evaf02,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
4368,@DarlanGotz1,Sananduva,RS,Região Sul,"-27.947502756884305,-51.8083979440982"
4369,@mcardosobeatriz,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4370,@RarynaCalixt,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4371,@Bluechocochloe,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4372,@Gabi_15d,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4373,@holanda74,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
4374,@FloripaGodoy,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4375,@mcrcorte1906,Santarém,PA,Região Norte,"-6.48403336937383,-38.4767065476871"
4376,@jeffersonkpote,Teresina,PI,Região Nordeste,"-5.0927489262625185,-42.804049355595204"
4377,@preta__may,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4378,@v_beatriz19,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4379,@pasqualettto,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4380,@DulvanyTeixeira,Porto,PI,Região Nordeste,"-3.8917146289613513,-42.7115279722458"
4381,@Gabriel_hdcc,Betim,MG,Região Sudeste,"-19.9672998509792,-44.20114781521"
4382,@chorandissima,Juiz de Fora,MG,Região Sudeste,"-21.7600012962083,-43.3401301812582"
4383,@ThatyyV,Bragança,PA,Região Norte,"-1.05300278039013,-46.771041054309904"
4384,@rodrigodac6,Santo André,PB,Região Nordeste,"-7.220208844282169,-36.6316342062734"
4385,@SandraFranchi3,Ribeirão Preto,SP,Região Sudeste,"-21.1703919818815,-47.810275193353796"
4386,@marcelamcgowan,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4387,@TalFreire,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
4388,@B8_Miranda,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4389,@Coelho29062496,Araçatuba,SP,Região Sudeste,"-21.2081107369138,-50.4405231203453"
4390,@mdbnosenado,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4391,@elbritobr,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4392,@jrparaiso,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4393,@rayssaps_,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
4394,@deutsch_dreamer,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4395,@RiodeNojeira,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4396,@calmajanine,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4397,@Paulaexponenci1,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4398,@mamaedasafira,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4399,@fvcklai,Sorocaba,SP,Região Sudeste,"-23.4973630091023,-47.4454774479549"
4400,@novovinicius,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4401,@caroixx,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4402,@MauroIsentao,Campo Grande,AL,Região Nordeste,"-9.95585855519422,-36.7929120262045"
4403,@MariaCecliaPer2,Guarapari,ES,Região Sudeste,"-20.6777312198163,-40.5096010620555"
4404,@MaluOliveira42,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4405,@G_KTaetae,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4406,@lis_michiles,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4407,@thiago7cv,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4408,@ferpasou,Jataí,GO,Região Centro-Oeste,"-17.8788325416123,-51.720840366797"
4409,@drzacharias,Sorocaba,SP,Região Sudeste,"-23.4973630091023,-47.4454774479549"
4410,@michellrls,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4411,@EduDelaBruna,Joinville,SC,Região Sul,"-26.304977519187002,-48.849098216220796"
4412,@VouBom,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4413,@Helenova31,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4414,@SyriusLottiJr,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4415,@prefsls,São Lourenço do Sul,RS,Região Sul,"-31.361025590866397,-51.9736281787148"
4416,@PetreyDallabri2,São José,SC,Região Sul,"-27.6140611374866,-48.6370336992889"
4417,@anjoindustrial,João Pessoa,PB,Região Nordeste,"-7.11592917061141,-34.8646960588407"
4418,@DjMarcusao,Campo Grande,AL,Região Nordeste,"-9.95585855519422,-36.7929120262045"
4419,@GeaneCarladeso1,Tijucas,SC,Região Sul,"-27.2359083116401,-48.632646218455896"
4420,@rodolfecarvalho,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4421,@taalitaliima,Bauru,SP,Região Sudeste,"-22.3250383795231,-49.087553747310494"
4422,@lipao_1921,Santa Luzia,MA,Região Nordeste,"-15.434649981689502,-39.3290073697738"
4423,@sawctor,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4424,@pauloscopa,Campinas,SP,Região Sudeste,"-22.905822218783694,-47.066350129618904"
4425,@msj_junior,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4426,@nummitte,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
4427,@dsolsm,Taubaté,SP,Região Sudeste,"-23.0108942988313,-45.559650154270706"
4428,@diias_rhayssa,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4429,@meninafror,São Luís,MA,Região Nordeste,"-2.53951514746143,-44.2832158364691"
4430,@PortalAmazonas1,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4431,@pretaintacta,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4432,@jezreelakemilly,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
4433,@VivianeCSAmaral,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4434,@thallyascariot,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4435,@sxcnv,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
4436,@amandamaiadf,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
4437,@YUNGVIKOS,Natal,RN,Região Nordeste,"-5.79438865686087,-35.1991825508821"
4438,@ManiMarc,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4439,@Argollo9,Dias d'Ávila,BA,Região Nordeste,"-12.619198944172801,-38.292962879255796"
4440,@Erikaaz14956054,Santo André,PB,Região Nordeste,"-7.220208844282169,-36.6316342062734"
4441,@doguido,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4442,@atpacheco1987,Pederneiras,SP,Região Sudeste,"-22.351556240392398,-48.7785228249732"
4443,@RegianeWinarski,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4444,@Prazer_Brunaa,Paraná,RN,Região Nordeste,"-6.48149734056721,-38.3110543968848"
4445,@vicrippel_,Pelotas,RS,Região Sul,"-31.765376687186,-52.3375278592511"
4446,@ivamcabral,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4447,@bajorcovix,Santo André,PB,Região Nordeste,"-7.220208844282169,-36.6316342062734"
4448,@pipacomunicacao,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
4449,@sofiadaputakkkk,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4450,@LeonardoBSena,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4451,@ThiagoCordeirow,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4452,@MelkyFB,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
4453,@julelpa,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
4454,@robson2robson,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4455,@behup_io,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4456,@EdlaCrow,Caruaru,PE,Região Nordeste,"-8.28497318403908,-35.9701595565373"
4457,@EsquerdoPatty,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4458,@tripa_rs,Congo,PB,Região Nordeste,"-7.79120464002003,-36.6583602643279"
4459,@giovnnwx,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4460,@lauraaraldi_,Palotina,PR,Região Sul,"-24.287245268540396,-53.8408694812825"
4461,@sandrafBatalha,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4462,@Robinnh1Wolver,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4463,@alex_fcruz,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4464,@MarclioDiniz1,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
4465,@markvynny,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4466,@RafaelFTHG,São Bernardo do Campo,SP,Região Sudeste,"-23.691891859172202,-46.565016078214995"
4467,@proxbase,Joinville,SC,Região Sul,"-26.304977519187002,-48.849098216220796"
4468,@rrrossato,Caxias do Sul,RS,Região Sul,"-29.1633839765142,-51.179611040399706"
4469,@TheSpiderKong,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4470,@BrazilSFE,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4471,@castelodeossos,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4472,@WladyMello,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
4473,@joseorlandojr89,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4474,@jamillyrbrito,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
4475,@wallaceicone,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4476,@jorgeneto1980,Miguelópolis,SP,Região Sudeste,"-20.180077234547802,-48.0313960444859"
4477,@yscruzz,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4478,@PedroERB,Porto,PI,Região Nordeste,"-3.8917146289613513,-42.7115279722458"
4479,@RaimundoBenedi7,Sobral,CE,Região Nordeste,"-3.68952797403578,-40.3485353349749"
4480,@weligerr,Parauapebas,PA,Região Norte,"-6.0682153686607805,-49.904121066411115"
4481,@jsc_coca,Londrina,PR,Região Sul,"-23.304441563168602,-51.169527954165204"
4482,@joaobuiatti1,Ribeirão Preto,SP,Região Sudeste,"-21.1703919818815,-47.810275193353796"
4483,@danielobraga,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
4484,@_melobia,Belford Roxo,RJ,Região Sudeste,"-22.7645266785395,-43.3995842650222"
4485,@gabrieladreher,Florianópolis,SC,Região Sul,"-27.5954547370575,-48.5485480467415"
4486,@basketcase_mv,Salvador,BA,Região Nordeste,"-12.972681151285999,-38.501707683196"
4487,@mariargouvea,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4488,@ADraeng,Ribeirão Preto,SP,Região Sudeste,"-21.1703919818815,-47.810275193353796"
4489,@JuhMaia2,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4490,@alinegomes95_,Duque de Caxias,RJ,Região Sudeste,"-22.7862859741359,-43.3052686489186"
4491,@yukimarys,Ribeirão Preto,SP,Região Sudeste,"-21.1703919818815,-47.810275193353796"
4492,@cesarpalestra10,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4493,@MMoreschi_2,Espírito Santo,RN,Região Nordeste,"-6.33291257920622,-35.311739347146286"
4494,@dressafff,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
4495,@faneffc,Campo Grande,AL,Região Nordeste,"-9.95585855519422,-36.7929120262045"
4496,@FaleiAi,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4497,@evillinamorim,São Gonçalo,RJ,Região Sudeste,"-22.8272756800223,-43.0637230257314"
4498,@LaraOgawa,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4499,@naldozion,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4500,@RochaRochaBr,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4501,@SilvinhaGama,Santos,SP,Região Sudeste,"-23.9540242306511,-46.3354403061774"
4502,@LuaraSillva21,Belford Roxo,RJ,Região Sudeste,"-22.7645266785395,-43.3995842650222"
4503,@vitoriadequem,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4504,@DiegoSenra,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4505,@analuaqc,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4506,@adrianocos10,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4507,@amanda_rossi,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4508,@AlessandroTreta,Goiânia,GO,Região Centro-Oeste,"-16.6873398206412,-49.2651436320112"
4509,@FeFeFeeia,Anchieta,ES,Região Sudeste,"-20.7959823305262,-40.642894511239604"
4510,@LigorioVera,Serra,ES,Região Sudeste,"-20.1215133636335,-40.30775333105871"
4511,@PedroGuedesPere,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
4512,@reysonGibson,Barcarena,PA,Região Norte,"-1.5122515475403202,-48.6199073954433"
4513,@AugustoTrinda13,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4514,@tarcisiogabriel,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4515,@Ubirajara_,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
4516,@gabriela_srs,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4517,@tadoidaporra,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4518,@lbgemearuiva,Manaus,AM,Região Norte,"-3.1194301771900896,-60.0221093878098"
4519,@macedo_sierra,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4520,@ritanaotwita,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4521,@daphnemaries,Maceió,AL,Região Nordeste,"-9.666854605479,-35.7355523147179"
4522,@tashaxzo,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4523,@PauloCo777,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4524,@cevmrs,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4525,@yellowgrl_,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4526,@PatySoelo,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4527,@LyraSid,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4528,@senau663,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4529,@4fr0nt4,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4530,@santucas,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4531,@Akahp,Curitiba,PR,Região Sul,"-25.420501362396998,-49.2654676568489"
4532,@farahclara,Recife,PE,Região Nordeste,"-8.04750898689904,-34.8776414904569"
4533,@hello_silveira,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4534,@tvsenado,Brasília,DF,Região Centro-Oeste,"-15.780420857709,-47.930434270556"
4535,@loldecuerola,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4536,@elitebrazuca,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4537,@Leticia_StLima,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
4538,@rogeriolimacrf,Pilar,PB,Região Nordeste,"-7.26647733098434,-35.25696916110971"
4539,@alinehelenaas,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4540,@arlanquino,São Bernardo do Campo,SP,Região Sudeste,"-23.691891859172202,-46.565016078214995"
4541,@rudaricci,Belo Horizonte,MG,Região Sudeste,"-19.9111294232859,-43.927313560653495"
4542,@Gilbertofpinto,Olinda,PE,Região Nordeste,"-8.01059127835542,-34.8547920491839"
4543,@Br_Lsb,Nova Iguaçu,RJ,Região Sudeste,"-22.7561195064389,-43.460699679156285"
4544,@costalucas,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4545,@isabelanlima,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4546,@pretaa94,Vitória,ES,Região Sudeste,"-20.316436299583106,-40.313497603987706"
4547,@morosinifran,Viamão,RS,Região Sul,"-30.0823800331527,-51.0198880851479"
4548,@Hugastico,Pouso Alegre,MG,Região Sudeste,"-22.2270668561907,-45.9393255519298"
4549,@marynrock,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4550,@ThisIsEddy88,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4551,@vereador_rt,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4552,@eareiass,Balneário Camboriú,SC,Região Sul,"-26.9930767528523,-48.635576321370706"
4553,@JudithAlm,São Paulo,SP,Região Sudeste,"-23.5338633880999,-46.6403182226843"
4554,@Ramos25Marcella,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4555,@meefernandes,Tubarão,SC,Região Sul,"-28.471794765423997,-49.0148036747414"
4556,@psthiago_,Rio de Janeiro,RJ,Região Sudeste,"-22.9138683111265,-43.2010414947482"
4557,@luanamedusa,Porto Alegre,RS,Região Sul,"-30.032731616135106,-51.2074411947153"
4558,@Lianzinha_Bel,Belém,PA,Região Norte,"-6.7434595215496,-35.5172208801456"
4559,@rafeleal,Fortaleza,CE,Região Nordeste,"-9.80560422720153,-65.526657119746"
